Start Character,Header,Vendor Identification,Software Version,PACKET TYPE,PACKET IDENTIFIER,Live /History Packet,IMEI Number,Vehicle Registration Number,GPS Fix.1 or 0,Date in DDMMYYYY Format,Time HHMMSS Format,Latitude in decimal degree & Direction,,Longitude in decimal degree & Direction,,Speed,Heading,Number Of Satellites,Altitude in meters,PDOP Positional dilution of precision,HDOP Horizontal dilution of precision,Network Operator Name,Ignition Status,Vehicle Battery Status (1 or 0),Vehicle Battery Voltage,Internal Battery Voltage,Emergency Status (1 or 0),Tamper Alert. C (Close) or O (Open),GSM Signal Strength,MCC,MNC,LAC,Cell ID,NMR (Network Measurement Report) Neighboring Cell IDs,,,,,,,,,,,,Digital Inputs Status,Digital Outputs Status,Sequence Number Of Message,End Of Packet,Packet Arrival Date,Packet Arrival Time
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,808,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:01.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,818,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,828,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,838,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,848,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,858,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,908,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,918,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,928,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,938,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:15.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,948,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,958,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1008,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1018,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1028,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1038,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1048,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1058,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1108,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:31.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1118,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1128,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1138,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1148,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1158,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1208,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1218,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1228,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1238,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,05:45.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1248,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1258,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1308,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1318,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1328,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1338,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1348,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1358,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1408,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,06:03.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1248,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1258,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1308,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1318,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1328,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1338,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1348,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1358,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1408,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,15:57.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1418,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1428,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1438,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1448,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1458,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1508,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1518,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1528,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1538,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:12.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1548,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1558,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1608,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1618,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1628,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1638,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1648,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1658,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1708,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:26.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1718,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1728,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1738,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1748,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1758,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1808,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1818,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1828,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1838,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:42.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1848,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1858,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1908,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1918,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1928,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1938,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1948,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,1958,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2008,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,16:56.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2018,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2028,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2038,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2048,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2058,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2108,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2118,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2128,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2138,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,17:24.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2018,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2028,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2038,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2048,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2058,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2108,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2118,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2128,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2138,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:44.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2148,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2200,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2210,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2220,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,2230,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,21:57.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,48,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,58,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,108,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,118,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,128,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,138,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,148,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,158,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,22:13.7,,,,,,,,,,,,,,,,,,,,,,,
